product, band, modis_date, dt, value_min, value_max, value_sum, value_range, value_mean, value_variance, value_standard_deviation, pixels_total, pixels_pass_qa, pixels_pass_qa_per_cent, proc_date, value_center
MOD15A2H,Fpar_500m,A2016145,2016-05-24,0.05,0.93,114.11,0.88,0.4815,0.0288,0.1698,289,237,82.01,2016155182521,F
MOD15A2H,Fpar_500m,A2016153,2016-06-01,0.05,0.94,159.6199,0.89,0.6462,0.0476,0.2183,289,247,85.47,2016166184405,F
MOD15A2H,Fpar_500m,A2016161,2016-06-09,0.04,0.89,28.41,0.85,0.3596,0.0604,0.2458,289,79,27.34,2016170073323,F
MOD15A2H,Fpar_500m,A2016169,2016-06-17,0.47,0.92,211.9698,0.45,0.7736,0.0064,0.0798,289,274,94.81,2016184051251,0.89
MOD15A2H,Fpar_500m,A2016177,2016-06-25,0.3,0.85,116.48,0.55,0.4894,0.0155,0.1246,289,238,82.35,2016188012947,0.42
MOD15A2H,Fpar_500m,A2016185,2016-07-03,0.05,0.94,122.78,0.89,0.5181,0.0365,0.191,289,237,82.01,2016194194036,F
MOD15A2H,Fpar_500m,A2016193,2016-07-11,0.05,0.89,94.42,0.84,0.4392,0.0411,0.2027,289,215,74.39,2016202083853,F
MOD15A2H,Fpar_500m,A2016201,2016-07-19,0.42,0.92,198.8699,0.5,0.6953,0.0151,0.123,289,286,98.96,2016215122656,0.82
MOD15A2H,Fpar_500m,A2016209,2016-07-27,0.45,0.94,192.8899,0.49,0.6744,0.0161,0.127,289,286,98.96,2016222124245,0.83
MOD15A2H,Fpar_500m,A2016217,2016-08-04,0.28,0.86,119.26,0.58,0.4868,0.0131,0.1143,289,245,84.78,2016226074928,0.5
MOD15A2H,Fpar_500m,A2016225,2016-08-12,0.28,0.94,203.3999,0.66,0.7506,0.0112,0.1056,289,271,93.77,2016235060027,0.91
MOD15A2H,Fpar_500m,A2016233,2016-08-20,0.05,0.94,178.9,0.89,0.7362,0.0158,0.1257,289,243,84.08,2016243123908,0.92
MOD15A2H,Fpar_500m,A2016241,2016-08-28,0.45,0.91,201.21,0.46,0.7186,0.0122,0.1102,289,280,96.89,2016250085204,0.82
MOD15A2H,Fpar_500m,A2016249,2016-09-05,0.11,0.88,77.96,0.77,0.4169,0.0317,0.1779,289,187,64.71,2016258072341,F
MOD15A2H,Fpar_500m,A2016257,2016-09-13,0.13,0.94,102.03,0.81,0.4905,0.0427,0.2066,289,208,71.97,2016267015923,F
MOD15A2H,Fpar_500m,A2016265,2016-09-21,0.58,0.95,221.51,0.37,0.78,0.0054,0.0734,289,284,98.27,2016274184007,0.86
MOD15A2H,Fpar_500m,A2016273,2016-09-29,0.11,0.88,57.06,0.77,0.4877,0.0372,0.193,289,117,40.48,2016282072623,F
MOD15A2H,Fpar_500m,A2016281,2016-10-07,0.07,0.84,32.1,0.77,0.2508,0.0093,0.0964,289,128,44.29,2016292110404,F
MOD15A2H,Fpar_500m,A2016289,2016-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2016302015219,F
MOD15A2H,Fpar_500m,A2016297,2016-10-23,0.32,0.8,138.77,0.48,0.5442,0.0111,0.1055,289,255,88.24,2016306083011,0.7
MOD15A2H,Fpar_500m,A2016305,2016-10-31,0.36,0.86,162.9898,0.5,0.5699,0.0239,0.1547,289,286,98.96,2016314202207,0.7
MOD15A2H,Fpar_500m,A2016313,2016-11-08,0.19,0.85,130.23,0.66,0.4602,0.0241,0.1552,289,283,97.92,2016322094734,0.67
MOD15A2H,Fpar_500m,A2016321,2016-11-16,0.22,0.82,132.3901,0.6,0.4662,0.0314,0.1771,289,284,98.27,2016340133436,0.71
MOD15A2H,Fpar_500m,A2016329,2016-11-24,0.09,0.79,132.0301,0.7,0.4665,0.0268,0.1638,289,283,97.92,2016340142148,0.75
MOD15A2H,Fpar_500m,A2016337,2016-12-02,0.26,0.81,142.0,0.55,0.4965,0.0276,0.1662,289,286,98.96,2016346105356,0.74
MOD15A2H,Fpar_500m,A2016345,2016-12-10,0.17,0.82,149.62,0.65,0.5231,0.0252,0.1589,289,286,98.96,2016357095106,0.73
MOD15A2H,Fpar_500m,A2016353,2016-12-18,0.08,0.78,133.73,0.7,0.4676,0.0283,0.1682,289,286,98.96,2016362135817,0.74
MOD15A2H,Fpar_500m,A2016361,2016-12-26,0.19,0.79,134.65,0.6,0.4708,0.0305,0.1745,289,286,98.96,2017010135736,0.67
MOD15A2H,Fpar_500m,A2017001,2017-01-01,0.06,0.27,22.97,0.21,0.1222,0.0012,0.035,289,188,65.05,2017017152057,F
MOD15A2H,Fpar_500m,A2017009,2017-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2017021020607,F
MOD15A2H,Fpar_500m,A2017017,2017-01-17,0.24,0.76,118.8001,0.52,0.4154,0.033,0.1816,289,286,98.96,2017026124146,0.61
MOD15A2H,Fpar_500m,A2017025,2017-01-25,0.24,0.78,134.01,0.54,0.4686,0.0241,0.1552,289,286,98.96,2017034123341,0.67
MOD15A2H,Fpar_500m,A2017033,2017-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2017044220508,F
MOD15A2H,Fpar_500m,A2017041,2017-02-10,0.26,0.84,144.7001,0.58,0.5059,0.0271,0.1647,289,286,98.96,2017053111226,0.72
MOD15A2H,Fpar_500m,A2017049,2017-02-18,0.06,0.8,85.38,0.74,0.2985,0.0199,0.1411,289,286,98.96,2017059064923,0.3
MOD15A2H,Fpar_500m,A2017057,2017-02-26,0.27,0.84,141.27,0.57,0.494,0.024,0.1548,289,286,98.96,2017066080735,0.67
MOD15A2H,Fpar_500m,A2017065,2017-03-06,0.06,0.54,35.98,0.48,0.1681,0.0064,0.0803,289,214,74.05,2017074144334,F
MOD15A2H,Fpar_500m,A2017073,2017-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2017082160807,F
MOD15A2H,Fpar_500m,A2017081,2017-03-22,0.05,0.37,55.09,0.32,0.2258,0.0033,0.0578,289,244,84.43,2017090162734,0.3
MOD15A2H,Fpar_500m,A2017089,2017-03-30,0.13,0.9,139.8,0.77,0.4888,0.0297,0.1722,289,286,98.96,2017098032032,0.66
MOD15A2H,Fpar_500m,A2017097,2017-04-07,0.05,0.9,103.0901,0.85,0.3861,0.0416,0.204,289,267,92.39,2017116200623,0.55
MOD15A2H,Fpar_500m,A2017105,2017-04-15,0.04,0.88,100.89,0.84,0.4036,0.046,0.2146,289,250,86.51,2017114194441,F
MOD15A2H,Fpar_500m,A2017113,2017-04-23,0.4,0.9,172.9299,0.5,0.6243,0.0209,0.1444,289,277,95.85,2017128135509,0.74
MOD15A2H,Fpar_500m,A2017121,2017-05-01,0.12,0.9,137.77,0.78,0.5445,0.0316,0.1778,289,253,87.54,2017131053924,0.75
MOD15A2H,Fpar_500m,A2017129,2017-05-09,0.44,0.9,194.58,0.46,0.6803,0.0117,0.1084,289,286,98.96,2017138032433,0.56
MOD15A2H,Fpar_500m,A2017137,2017-05-17,0.23,0.89,175.1101,0.66,0.6633,0.0197,0.1402,289,264,91.35,2017146030456,0.66
MOD15A2H,Fpar_500m,A2017145,2017-05-25,0.51,0.93,207.12,0.42,0.745,0.0083,0.091,289,278,96.19,2017162225206,0.73
MOD15A2H,Fpar_500m,A2017153,2017-06-02,0.04,0.92,80.1,0.88,0.4684,0.0456,0.2134,289,171,59.17,2017163190008,F
MOD15A2H,Fpar_500m,A2017161,2017-06-10,0.18,0.92,95.31,0.74,0.4539,0.0272,0.1648,289,210,72.66,2017172161314,F
MOD15A2H,Fpar_500m,A2017169,2017-06-18,0.16,0.21,10.06,0.05,0.1829,0.0006,0.0236,289,55,19.03,2017178120652,F
MOD15A2H,Fpar_500m,A2017177,2017-06-26,0.15,0.94,20.92,0.79,0.5364,0.0655,0.256,289,39,13.49,2017187225528,F
MOD15A2H,Fpar_500m,A2017185,2017-07-04,0.15,0.89,135.25,0.74,0.5283,0.0288,0.1698,289,256,88.58,2017194105847,0.29
MOD15A2H,Fpar_500m,A2017193,2017-07-12,0.34,0.9,169.19,0.56,0.6042,0.0239,0.1547,289,280,96.89,2017202031321,F
MOD15A2H,Fpar_500m,A2017201,2017-07-20,0.35,0.94,195.36,0.59,0.6903,0.0155,0.1245,289,283,97.92,2017210033919,0.94
MOD15A2H,Fpar_500m,A2017209,2017-07-28,0.2,0.89,137.94,0.69,0.5796,0.0258,0.1605,289,238,82.35,2017218050712,F
MOD15A2H,Fpar_500m,A2017217,2017-08-05,0.48,0.9,205.3699,0.42,0.7283,0.0111,0.1053,289,282,97.58,2017234152421,0.9
MOD15A2H,Fpar_500m,A2017225,2017-08-13,0.28,0.93,185.2099,0.65,0.6615,0.017,0.1303,289,280,96.89,2017234032527,0.79
MOD15A2H,Fpar_500m,A2017233,2017-08-21,0.29,0.95,220.9698,0.66,0.792,0.0089,0.0944,289,279,96.54,2017249210127,0.84
MOD15A2H,Fpar_500m,A2017241,2017-08-29,0.42,0.93,156.24,0.51,0.6326,0.0231,0.1521,289,247,85.47,2017250140438,F
MOD15A2H,Fpar_500m,A2017249,2017-09-06,0.11,0.94,55.97,0.83,0.5654,0.0812,0.285,289,99,34.26,2017262125614,F
MOD15A2H,Fpar_500m,A2017257,2017-09-14,0.5,0.95,216.4399,0.45,0.7568,0.0082,0.0905,289,286,98.96,2017266041305,0.81
MOD15A2H,Fpar_500m,A2017265,2017-09-22,0.36,0.93,211.8799,0.57,0.7434,0.0115,0.1073,289,285,98.62,2017276172125,0.81
MOD15A2H,Fpar_500m,A2017273,2017-09-30,0.3,0.9,189.26,0.6,0.6933,0.0211,0.1452,289,273,94.46,2017282033332,0.73
MOD15A2H,Fpar_500m,A2017281,2017-10-08,0.38,0.9,199.9599,0.52,0.7298,0.014,0.1182,289,274,94.81,2017290125908,0.68
MOD15A2H,Fpar_500m,A2017289,2017-10-16,0.06,0.66,45.98,0.6,0.2446,0.014,0.1184,289,188,65.05,2017298033117,F
MOD15A2H,Fpar_500m,A2017297,2017-10-24,0.37,0.89,187.1899,0.52,0.6545,0.0179,0.1337,289,286,98.96,2017310191057,0.78
MOD15A2H,Fpar_500m,A2017305,2017-11-01,0.31,0.9,176.6601,0.59,0.6177,0.0214,0.1464,289,286,98.96,2017314042800,0.84
MOD15A2H,Fpar_500m,A2017313,2017-11-09,0.06,0.15,3.24,0.09,0.0926,0.0008,0.0287,289,35,12.11,2017325163034,F
MOD15A2H,Fpar_500m,A2017321,2017-11-17,0.06,0.13,0.4,0.07,0.08,0.0006,0.0253,289,5,1.73,2017331213028,F
MOD15A2H,Fpar_500m,A2017329,2017-11-25,0.06,0.08,4.22,0.02,0.0621,0.0,0.0044,289,68,23.53,2017338031904,F
MOD15A2H,Fpar_500m,A2017337,2017-12-03,0.21,0.84,152.22,0.63,0.5322,0.03,0.1733,289,286,98.96,2017346035110,0.79
MOD15A2H,Fpar_500m,A2017345,2017-12-11,0.14,0.8,144.43,0.66,0.505,0.0275,0.166,289,286,98.96,2017354033703,0.76
MOD15A2H,Fpar_500m,A2017353,2017-12-19,0.12,0.83,149.49,0.71,0.5227,0.0298,0.1726,289,286,98.96,2017362034656,0.78
MOD15A2H,Fpar_500m,A2017361,2017-12-27,0.08,0.09,2.02,0.01,0.0808,0.0,0.0027,289,25,8.65,2018005034813,F
MOD15A2H,Fpar_500m,A2018001,2018-01-01,0.08,0.09,0.65,0.01,0.0812,0.0,0.0033,289,8,2.77,2018011144448,F
MOD15A2H,Fpar_500m,A2018009,2018-01-09,0.26,0.83,145.8701,0.57,0.51,0.0296,0.1719,289,286,98.96,2018018034034,0.77
MOD15A2H,Fpar_500m,A2018017,2018-01-17,0.09,0.79,111.3601,0.7,0.3894,0.0323,0.1798,289,286,98.96,2018026031906,0.49
MOD15A2H,Fpar_500m,A2018025,2018-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2018034033152,F
MOD15A2H,Fpar_500m,A2018033,2018-02-02,0.13,0.7,81.11,0.57,0.2836,0.016,0.1264,289,286,98.96,2018042035213,0.42
MOD15A2H,Fpar_500m,A2018041,2018-02-10,0.15,0.86,127.53,0.71,0.4459,0.0239,0.1547,289,286,98.96,2018050033319,0.65
MOD15A2H,Fpar_500m,A2018049,2018-02-18,0.09,0.62,89.41,0.53,0.3126,0.0237,0.154,289,286,98.96,2018060011102,0.49
MOD15A2H,Fpar_500m,A2018057,2018-02-26,0.17,0.82,138.3101,0.65,0.4836,0.0221,0.1486,289,286,98.96,2018066215831,0.73
MOD15A2H,Fpar_500m,A2018065,2018-03-06,0.19,0.83,151.3301,0.64,0.5291,0.0245,0.1564,289,286,98.96,2018074040512,0.7
MOD15A2H,Fpar_500m,A2018073,2018-03-14,0.08,0.83,71.93,0.75,0.29,0.0233,0.1526,289,248,85.81,2018082192244,0.3
MOD15A2H,Fpar_500m,A2018081,2018-03-22,0.21,0.88,134.44,0.67,0.4701,0.0239,0.1546,289,286,98.96,2018090030322,0.53
MOD15A2H,Fpar_500m,A2018089,2018-03-30,0.26,0.86,140.5299,0.6,0.5073,0.0312,0.1767,289,277,95.85,2018098033321,0.35
MOD15A2H,Fpar_500m,A2018097,2018-04-07,0.2,0.89,157.64,0.69,0.5531,0.027,0.1642,289,285,98.62,2018106033325,0.75
MOD15A2H,Fpar_500m,A2018105,2018-04-15,0.22,0.89,165.7901,0.67,0.5797,0.0261,0.1615,289,286,98.96,2018114034623,0.5
MOD15A2H,Fpar_500m,A2018113,2018-04-23,0.12,0.12,0.12,0.0,0.12,0.0,0.0,289,1,0.35,2018122041015,F
MOD15A2H,Fpar_500m,A2018121,2018-05-01,0.04,0.89,90.69,0.85,0.3322,0.0251,0.1585,289,273,94.46,2018130035222,0.38
MOD15A2H,Fpar_500m,A2018129,2018-05-09,0.3,0.92,200.0801,0.62,0.7045,0.0147,0.1213,289,284,98.27,2018151145203,0.8
MOD15A2H,Fpar_500m,A2018137,2018-05-17,0.54,0.94,225.5099,0.4,0.7913,0.0068,0.0822,289,285,98.62,2018151150745,0.67
MOD15A2H,Fpar_500m,A2018145,2018-05-25,0.45,0.93,198.8599,0.48,0.7311,0.0102,0.1012,289,272,94.12,2018154035819,0.81
MOD15A2H,Fpar_500m,A2018153,2018-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2018162042206,F
MOD15A2H,Fpar_500m,A2018161,2018-06-10,0.26,0.94,194.19,0.68,0.7246,0.0132,0.1148,289,268,92.73,2018169142721,0.41
MOD15A2H,Fpar_500m,A2018169,2018-06-18,0.49,0.92,196.9301,0.43,0.7294,0.0111,0.1052,289,270,93.43,2018178035340,0.8
MOD15A2H,Fpar_500m,A2018177,2018-06-26,0.39,0.94,209.0899,0.55,0.7336,0.0096,0.098,289,285,98.62,2018186223228,0.7
MOD15A2H,Fpar_500m,A2018185,2018-07-04,0.29,0.9,189.1999,0.61,0.6639,0.0201,0.1416,289,285,98.62,2018197142837,0.69
MOD15A2H,Fpar_500m,A2018193,2018-07-12,0.21,0.9,166.8999,0.69,0.6346,0.0242,0.1556,289,263,91.0,2018202040857,F
MOD15A2H,Fpar_500m,A2018201,2018-07-20,0.44,0.9,199.15,0.46,0.6963,0.0133,0.1153,289,286,98.96,2018210041721,0.84
MOD15A2H,Fpar_500m,A2018209,2018-07-28,0.51,0.94,199.01,0.43,0.7007,0.0125,0.1118,289,284,98.27,2018218215309,0.88
MOD15A2H,Fpar_500m,A2018217,2018-08-05,0.48,0.92,219.0698,0.44,0.7768,0.0071,0.0844,289,282,97.58,2018227165337,F
MOD15A2H,Fpar_500m,A2018225,2018-08-13,0.39,0.92,185.9899,0.53,0.6914,0.0156,0.1249,289,269,93.08,2018234040605,F
MOD15A2H,Fpar_500m,A2018233,2018-08-21,0.17,0.94,203.22,0.77,0.8001,0.0099,0.0993,289,254,87.89,2018242040237,F
MOD15A2H,Fpar_500m,A2018241,2018-08-29,0.3,0.93,170.44,0.63,0.6384,0.0141,0.1186,289,267,92.39,2018250042851,0.45
MOD15A2H,Fpar_500m,A2018249,2018-09-06,0.37,0.93,191.01,0.56,0.6946,0.0163,0.1276,289,275,95.16,2018258034639,0.77
MOD15A2H,Fpar_500m,A2018257,2018-09-14,0.42,0.95,210.75,0.53,0.7447,0.0117,0.1082,289,283,97.92,2018266035647,0.84
MOD15A2H,Fpar_500m,A2018265,2018-09-22,0.11,0.89,186.6701,0.78,0.7349,0.0188,0.137,289,254,87.89,2018282172034,F
MOD15A2H,Fpar_500m,A2018273,2018-09-30,0.54,0.92,213.17,0.38,0.748,0.0076,0.0874,289,285,98.62,2018290185730,0.85
MOD15A2H,Fpar_500m,A2018281,2018-10-08,0.35,0.95,180.75,0.6,0.6979,0.0158,0.1256,289,259,89.62,2018295151949,F
MOD15A2H,Fpar_500m,A2018289,2018-10-16,0.06,0.33,23.55,0.27,0.1784,0.0039,0.0622,289,132,45.67,2018302173420,F
MOD15A2H,Fpar_500m,A2018297,2018-10-24,0.38,0.89,186.43,0.51,0.6519,0.0191,0.1382,289,286,98.96,2018312182353,0.82
MOD15A2H,Fpar_500m,A2018305,2018-11-01,0.26,0.78,143.52,0.52,0.5018,0.0225,0.1501,289,286,98.96,2018316152533,0.68
MOD15A2H,Fpar_500m,A2018313,2018-11-09,0.06,0.12,1.1,0.06,0.0733,0.0005,0.0221,289,15,5.19,2018322034314,F
MOD15A2H,Fpar_500m,A2018321,2018-11-17,0.07,0.71,108.2699,0.64,0.3786,0.0321,0.1791,289,286,98.96,2018330171657,0.6
MOD15A2H,Fpar_500m,A2018329,2018-11-25,0.26,0.84,155.44,0.58,0.5435,0.0289,0.1701,289,286,98.96,2018338032702,0.76
MOD15A2H,Fpar_500m,A2018337,2018-12-03,0.09,0.74,119.18,0.65,0.4226,0.0283,0.1682,289,282,97.58,2018348144447,0.62
MOD15A2H,Fpar_500m,A2018345,2018-12-11,0.08,0.84,23.8,0.76,0.4491,0.0567,0.2381,289,53,18.34,2018355162244,F
MOD15A2H,Fpar_500m,A2018353,2018-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2019032180017,F
MOD15A2H,Fpar_500m,A2018361,2018-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2019009094309,F
MOD15A2H,Fpar_500m,A2019001,2019-01-01,0.08,0.09,0.82,0.01,0.082,0.0,0.004,289,10,3.46,2019010204805,F
MOD15A2H,Fpar_500m,A2019009,2019-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2019022164743,F
MOD15A2H,Fpar_500m,A2019017,2019-01-17,0.1,0.84,128.72,0.74,0.4501,0.0276,0.1662,289,286,98.96,2019030121124,0.68
MOD15A2H,Fpar_500m,A2019025,2019-01-25,0.17,0.73,115.22,0.56,0.4029,0.0294,0.1714,289,286,98.96,2019037210526,0.58
MOD15A2H,Fpar_500m,A2019033,2019-02-02,0.06,0.56,48.22,0.5,0.2264,0.0091,0.0956,289,213,73.7,2019042144443,F
MOD15A2H,Fpar_500m,A2019041,2019-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2019051023718,F
MOD15A2H,Fpar_500m,A2019049,2019-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2019059192733,F
MOD15A2H,Fpar_500m,A2019057,2019-02-26,0.09,0.74,124.47,0.65,0.4352,0.0233,0.1526,289,286,98.96,2019084162902,0.68
MOD15A2H,Fpar_500m,A2019065,2019-03-06,0.08,0.64,105.2,0.56,0.3678,0.0215,0.1467,289,286,98.96,2019083203053,0.57
MOD15A2H,Fpar_500m,A2019073,2019-03-14,0.12,0.68,113.74,0.56,0.3977,0.0218,0.1476,289,286,98.96,2019084023353,0.64
MOD15A2H,Fpar_500m,A2019081,2019-03-22,0.05,0.19,20.01,0.14,0.1021,0.001,0.0323,289,196,67.82,2019091170358,0.19
MOD15A2H,Fpar_500m,A2019089,2019-03-30,0.04,0.52,56.72,0.48,0.2093,0.0074,0.0862,289,271,93.77,2019098150915,0.4
MOD15A2H,Fpar_500m,A2019097,2019-04-07,0.3,0.88,158.6799,0.58,0.5587,0.0236,0.1537,289,284,98.27,2019106051756,0.67
MOD15A2H,Fpar_500m,A2019105,2019-04-15,0.21,0.87,150.78,0.66,0.5443,0.0249,0.1578,289,277,95.85,2019114041007,0.85
MOD15A2H,Fpar_500m,A2019113,2019-04-23,0.12,0.89,138.46,0.77,0.5265,0.0337,0.1836,289,263,91.0,2019122080814,F
MOD15A2H,Fpar_500m,A2019121,2019-05-01,0.04,0.59,36.97,0.55,0.2065,0.0204,0.143,289,179,61.94,2019130035304,F
MOD15A2H,Fpar_500m,A2019129,2019-05-09,0.39,0.89,167.56,0.5,0.5859,0.0195,0.1398,289,286,98.96,2019150130221,0.72
MOD15A2H,Fpar_500m,A2019137,2019-05-17,0.04,0.89,107.28,0.85,0.6541,0.0206,0.1434,289,164,56.75,2019150090227,F
MOD15A2H,Fpar_500m,A2019145,2019-05-25,0.12,0.89,169.8799,0.77,0.6962,0.0105,0.1026,289,244,84.43,2019154044131,F
MOD15A2H,Fpar_500m,A2019153,2019-06-02,0.39,0.9,186.95,0.51,0.6798,0.0127,0.1126,289,275,95.16,2019162042427,0.69
MOD15A2H,Fpar_500m,A2019161,2019-06-10,0.04,0.92,184.6099,0.88,0.7297,0.0102,0.1008,289,253,87.54,2019170041846,0.88
MOD15A2H,Fpar_500m,A2019169,2019-06-18,0.04,0.86,62.86,0.82,0.2897,0.0152,0.1232,289,217,75.09,2019178035613,F
MOD15A2H,Fpar_500m,A2019177,2019-06-26,0.37,0.94,156.47,0.57,0.6803,0.0186,0.1365,289,230,79.58,2019186040423,F
MOD15A2H,Fpar_500m,A2019185,2019-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2019194041158,F
MOD15A2H,Fpar_500m,A2019193,2019-07-12,0.46,0.89,180.09,0.43,0.6796,0.0136,0.1165,289,265,91.7,2019202032652,0.83
MOD15A2H,Fpar_500m,A2019201,2019-07-20,0.28,0.89,177.15,0.61,0.6787,0.0158,0.1256,289,261,90.31,2019210035901,F
MOD15A2H,Fpar_500m,A2019209,2019-07-28,0.42,0.92,200.3598,0.5,0.703,0.0129,0.1138,289,285,98.62,2019218052003,0.82
MOD15A2H,Fpar_500m,A2019217,2019-08-05,0.48,0.94,210.9798,0.46,0.7377,0.009,0.0948,289,286,98.96,2019226053855,0.71
MOD15A2H,Fpar_500m,A2019225,2019-08-13,0.6,0.94,222.6398,0.34,0.7839,0.0054,0.0737,289,284,98.27,2019235022043,0.91
MOD15A2H,Fpar_500m,A2019233,2019-08-21,0.49,0.93,216.6399,0.44,0.7601,0.0094,0.0971,289,285,98.62,2019248172758,0.75
MOD15A2H,Fpar_500m,A2019241,2019-08-29,0.04,0.26,4.77,0.22,0.1223,0.0046,0.0679,289,39,13.49,2019250052950,F
MOD15A2H,Fpar_500m,A2019249,2019-09-06,0.59,0.96,222.8198,0.37,0.7818,0.0058,0.076,289,285,98.62,2019262204302,0.72
MOD15A2H,Fpar_500m,A2019257,2019-09-14,0.57,0.9,220.99,0.33,0.7727,0.0059,0.0765,289,286,98.96,2019269213337,0.82
MOD15A2H,Fpar_500m,A2019265,2019-09-22,0.44,0.9,194.7598,0.46,0.6858,0.0125,0.1116,289,284,98.27,2019275210219,0.68
MOD15A2H,Fpar_500m,A2019273,2019-09-30,0.53,0.93,204.6499,0.4,0.7181,0.0098,0.0991,289,285,98.62,2019283072610,0.86
MOD15A2H,Fpar_500m,A2019281,2019-10-08,0.46,0.89,197.34,0.43,0.6949,0.011,0.1047,289,284,98.27,2019290040741,0.75
MOD15A2H,Fpar_500m,A2019289,2019-10-16,0.39,0.95,194.4199,0.56,0.6798,0.0164,0.1279,289,286,98.96,2019304175611,0.78
MOD15A2H,Fpar_500m,A2019297,2019-10-24,0.26,0.87,167.7999,0.61,0.5867,0.0231,0.152,289,286,98.96,2019306041149,0.77
MOD15A2H,Fpar_500m,A2019305,2019-11-01,0.28,0.88,168.9999,0.6,0.593,0.0259,0.1609,289,285,98.62,2019317032033,0.75
MOD15A2H,Fpar_500m,A2019313,2019-11-09,0.25,0.88,161.35,0.63,0.5642,0.0289,0.1701,289,286,98.96,2019324002129,0.71
MOD15A2H,Fpar_500m,A2019321,2019-11-17,0.27,0.87,157.11,0.6,0.5493,0.0291,0.1707,289,286,98.96,2019330040857,0.74
MOD15A2H,Fpar_500m,A2019329,2019-11-25,0.05,0.7,21.14,0.65,0.1057,0.0086,0.0926,289,200,69.2,2019338050004,F
MOD15A2H,Fpar_500m,A2019337,2019-12-03,0.2,0.87,155.1199,0.67,0.5424,0.0303,0.1741,289,286,98.96,2019346035233,0.77
MOD15A2H,Fpar_500m,A2019345,2019-12-11,0.16,0.83,141.94,0.67,0.4963,0.0337,0.1836,289,286,98.96,2019354183542,0.68
MOD15A2H,Fpar_500m,A2019353,2019-12-19,0.06,0.07,0.67,0.01,0.067,0.0,0.0046,289,10,3.46,2019362033604,F
MOD15A2H,Fpar_500m,A2019361,2019-12-27,0.17,0.85,140.1901,0.68,0.4902,0.0327,0.1808,289,286,98.96,2020005030855,0.73
MOD15A2H,Fpar_500m,A2020001,2020-01-01,0.21,0.83,143.73,0.62,0.5026,0.0333,0.1826,289,286,98.96,2020010222150,0.7
MOD15A2H,Fpar_500m,A2020009,2020-01-09,0.06,0.79,78.54,0.73,0.3273,0.0428,0.2069,289,240,83.04,2020018041349,0.49
MOD15A2H,Fpar_500m,A2020017,2020-01-17,0.06,0.07,2.91,0.01,0.0606,0.0,0.0024,289,48,16.61,2020028002331,F
MOD15A2H,Fpar_500m,A2020025,2020-01-25,0.23,0.85,130.39,0.62,0.4559,0.0345,0.1858,289,286,98.96,2020034200343,0.62
MOD15A2H,Fpar_500m,A2020033,2020-02-02,0.06,0.07,0.59,0.01,0.0656,0.0,0.005,289,9,3.11,2020042184152,F
MOD15A2H,Fpar_500m,A2020041,2020-02-10,0.06,0.67,94.82,0.61,0.3315,0.0306,0.1749,289,286,98.96,2020050071510,0.53
MOD15A2H,Fpar_500m,A2020049,2020-02-18,0.2,0.86,140.41,0.66,0.4909,0.0316,0.1776,289,286,98.96,2020058053228,0.61
MOD15A2H,Fpar_500m,A2020057,2020-02-26,0.11,0.71,116.86,0.6,0.4086,0.0249,0.1577,289,286,98.96,2020066042643,0.62
MOD15A2H,Fpar_500m,A2020065,2020-03-05,0.05,0.07,0.51,0.02,0.0637,0.0,0.007,289,8,2.77,2020074034943,F
MOD15A2H,Fpar_500m,A2020073,2020-03-13,0.13,0.82,131.08,0.69,0.4583,0.0268,0.1639,289,286,98.96,2020082051846,0.59
MOD15A2H,Fpar_500m,A2020081,2020-03-21,0.05,0.6,64.85,0.55,0.235,0.0169,0.13,289,276,95.5,2020090203315,0.43
MOD15A2H,Fpar_500m,A2020089,2020-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2020100153942,F
MOD15A2H,Fpar_500m,A2020097,2020-04-06,0.21,0.88,162.0299,0.67,0.5665,0.0287,0.1695,289,286,98.96,2020106050311,0.73
MOD15A2H,Fpar_500m,A2020105,2020-04-14,0.24,0.89,149.5,0.65,0.5227,0.0232,0.1523,289,286,98.96,2020114042124,0.45
MOD15A2H,Fpar_500m,A2020113,2020-04-22,0.35,0.89,163.56,0.54,0.5719,0.0244,0.1563,289,286,98.96,2020122051448,0.6
MOD15A2H,Fpar_500m,A2020121,2020-04-30,0.4,0.89,179.74,0.49,0.6374,0.0194,0.1393,289,282,97.58,2020130045335,0.74
