product, band, modis_date, dt, value_min, value_max, value_sum, value_range, value_mean, value_variance, value_standard_deviation, pixels_total, pixels_pass_qa, pixels_pass_qa_per_cent, proc_date, value_center
MOD15A2H,Fpar_500m,A2012153,2012-06-01,0.05,0.93,119.4,0.88,0.5378,0.0416,0.2039,289,222,76.82,2015246134735,0.93
MOD15A2H,Fpar_500m,A2012161,2012-06-09,0.05,0.89,174.24,0.84,0.6833,0.0177,0.1332,289,255,88.24,2015246142036,F
MOD15A2H,Fpar_500m,A2012169,2012-06-17,0.04,0.91,33.01,0.87,0.2089,0.0523,0.2286,289,158,54.67,2015247090412,F
MOD15A2H,Fpar_500m,A2012177,2012-06-25,0.27,0.93,167.64,0.66,0.5903,0.0193,0.1389,289,284,98.27,2015247050915,0.73
MOD15A2H,Fpar_500m,A2012185,2012-07-03,0.35,0.9,184.1799,0.55,0.6673,0.0182,0.1351,289,276,95.5,2015247122147,0.48
MOD15A2H,Fpar_500m,A2012193,2012-07-11,0.29,0.89,171.8001,0.6,0.6247,0.0243,0.1559,289,275,95.16,2015247114844,F
MOD15A2H,Fpar_500m,A2012201,2012-07-19,0.3,0.92,181.4099,0.62,0.6769,0.0176,0.1327,289,268,92.73,2015247204146,0.84
MOD15A2H,Fpar_500m,A2012209,2012-07-27,0.34,0.91,184.6099,0.57,0.6617,0.0131,0.1144,289,279,96.54,2015248134328,0.91
MOD15A2H,Fpar_500m,A2012217,2012-08-04,0.04,0.89,87.7,0.85,0.4137,0.0604,0.2457,289,212,73.36,2015248134729,0.74
MOD15A2H,Fpar_500m,A2012225,2012-08-12,0.4,0.93,207.0199,0.53,0.7289,0.0135,0.1163,289,284,98.27,2015248131455,0.92
MOD15A2H,Fpar_500m,A2012233,2012-08-20,0.05,0.89,122.49,0.84,0.5493,0.0332,0.1823,289,223,77.16,2015248163110,F
MOD15A2H,Fpar_500m,A2012241,2012-08-28,0.45,0.93,211.13,0.48,0.7878,0.0071,0.0844,289,268,92.73,2015249023103,0.89
MOD15A2H,Fpar_500m,A2012249,2012-09-05,0.51,0.95,217.5899,0.44,0.7855,0.0071,0.0841,289,277,95.85,2015249155555,F
MOD15A2H,Fpar_500m,A2012257,2012-09-13,0.16,0.91,187.9699,0.75,0.6835,0.0192,0.1387,289,275,95.16,2015249160446,0.65
MOD15A2H,Fpar_500m,A2012265,2012-09-21,0.05,0.89,110.8,0.84,0.5512,0.0478,0.2187,289,201,69.55,2015249195318,F
MOD15A2H,Fpar_500m,A2012273,2012-09-29,0.51,0.9,210.65,0.39,0.7365,0.0078,0.0886,289,286,98.96,2015249192238,0.84
MOD15A2H,Fpar_500m,A2012281,2012-10-07,0.47,0.9,197.58,0.43,0.6908,0.0101,0.1007,289,286,98.96,2015250012921,0.72
MOD15A2H,Fpar_500m,A2012289,2012-10-15,0.41,0.89,190.08,0.48,0.6669,0.0139,0.1178,289,285,98.62,2015251060935,0.71
MOD15A2H,Fpar_500m,A2012297,2012-10-23,0.37,0.87,174.5399,0.5,0.6124,0.0202,0.1422,289,285,98.62,2015251165224,0.75
MOD15A2H,Fpar_500m,A2012305,2012-10-31,0.28,0.87,170.0,0.59,0.5944,0.0262,0.1618,289,286,98.96,2015251180421,0.8
MOD15A2H,Fpar_500m,A2012313,2012-11-08,0.17,0.86,148.36,0.69,0.5356,0.0288,0.1697,289,277,95.85,2015251174451,0.69
MOD15A2H,Fpar_500m,A2012321,2012-11-16,0.06,0.15,3.6,0.09,0.0783,0.0005,0.0226,289,46,15.92,2015252140525,F
MOD15A2H,Fpar_500m,A2012329,2012-11-24,0.06,0.7,78.46,0.64,0.2961,0.0149,0.1221,289,265,91.7,2015252232322,F
MOD15A2H,Fpar_500m,A2012337,2012-12-02,0.09,0.9,143.28,0.81,0.501,0.0322,0.1796,289,286,98.96,2015253030025,0.67
MOD15A2H,Fpar_500m,A2012345,2012-12-10,0.05,0.6,43.5,0.55,0.1733,0.0103,0.1017,289,251,86.85,2015253032518,0.29
MOD15A2H,Fpar_500m,A2012353,2012-12-18,0.14,0.8,132.92,0.66,0.4648,0.0317,0.1781,289,286,98.96,2015253043048,0.64
MOD15A2H,Fpar_500m,A2012361,2012-12-26,0.08,0.78,131.8,0.7,0.4608,0.0312,0.1765,289,286,98.96,2015254030732,0.66
MOD15A2H,Fpar_500m,A2013001,2013-01-01,0.06,0.58,74.11,0.52,0.2619,0.0266,0.1631,289,283,97.92,2015254190125,0.44
MOD15A2H,Fpar_500m,A2013009,2013-01-09,0.06,0.53,52.73,0.47,0.1883,0.0113,0.1063,289,280,96.89,2015254163135,0.38
MOD15A2H,Fpar_500m,A2013017,2013-01-17,0.09,0.72,98.15,0.63,0.3432,0.0272,0.1649,289,286,98.96,2015254170317,0.52
MOD15A2H,Fpar_500m,A2013025,2013-01-25,0.16,0.78,129.4901,0.62,0.4528,0.0282,0.1681,289,286,98.96,2015254183316,0.66
MOD15A2H,Fpar_500m,A2013033,2013-02-02,0.09,0.8,116.0101,0.71,0.4071,0.0387,0.1968,289,285,98.62,2015255201618,0.58
MOD15A2H,Fpar_500m,A2013041,2013-02-10,0.06,0.08,4.33,0.02,0.0646,0.0,0.0053,289,67,23.18,2015256104448,F
MOD15A2H,Fpar_500m,A2013049,2013-02-18,0.06,0.54,53.15,0.48,0.2416,0.0116,0.1075,289,220,76.12,2015256201249,F
MOD15A2H,Fpar_500m,A2013057,2013-02-26,0.12,0.8,103.07,0.68,0.3604,0.0208,0.1443,289,286,98.96,2015256210200,0.57
MOD15A2H,Fpar_500m,A2013065,2013-03-06,0.22,0.84,138.32,0.62,0.4836,0.0176,0.1326,289,286,98.96,2015256211719,0.63
MOD15A2H,Fpar_500m,A2013073,2013-03-14,0.05,0.85,41.71,0.8,0.2025,0.0208,0.1441,289,206,71.28,2015256205219,F
MOD15A2H,Fpar_500m,A2013081,2013-03-22,0.08,0.74,94.16,0.66,0.3292,0.0249,0.1578,289,286,98.96,2015256233054,0.46
MOD15A2H,Fpar_500m,A2013089,2013-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2015257112931,F
MOD15A2H,Fpar_500m,A2013097,2013-04-07,0.09,0.82,98.95,0.73,0.346,0.0334,0.1827,289,286,98.96,2015257140353,0.59
MOD15A2H,Fpar_500m,A2013105,2013-04-15,0.05,0.89,111.57,0.84,0.4688,0.0283,0.1681,289,238,82.35,2015257133737,F
MOD15A2H,Fpar_500m,A2013113,2013-04-23,0.04,0.73,21.0,0.69,0.1641,0.0126,0.1122,289,128,44.29,2015258194756,F
MOD15A2H,Fpar_500m,A2013121,2013-05-01,0.04,0.55,18.14,0.51,0.1577,0.0094,0.0969,289,115,39.79,2015260141402,F
MOD15A2H,Fpar_500m,A2013129,2013-05-09,0.49,0.95,187.01,0.46,0.68,0.0137,0.1172,289,275,95.16,2015260165400,0.62
MOD15A2H,Fpar_500m,A2013137,2013-05-17,0.04,0.76,72.39,0.72,0.3336,0.0249,0.1579,289,217,75.09,2015260203347,0.35
MOD15A2H,Fpar_500m,A2013145,2013-05-25,0.38,0.88,176.36,0.5,0.6605,0.0138,0.1174,289,267,92.39,2015260205323,0.82
MOD15A2H,Fpar_500m,A2013153,2013-06-02,0.04,0.7,47.7,0.66,0.2839,0.0204,0.1429,289,168,58.13,2015261220510,F
MOD15A2H,Fpar_500m,A2013161,2013-06-10,0.04,0.84,32.65,0.8,0.1709,0.0084,0.0917,289,191,66.09,2015262183214,F
MOD15A2H,Fpar_500m,A2013169,2013-06-18,0.4,0.89,189.32,0.49,0.6761,0.0166,0.1289,289,280,96.89,2015262201306,0.75
MOD15A2H,Fpar_500m,A2013177,2013-06-26,0.4,0.93,205.3899,0.53,0.7283,0.0131,0.1146,289,282,97.58,2015262192731,F
MOD15A2H,Fpar_500m,A2013185,2013-07-04,0.26,0.9,175.8299,0.64,0.6348,0.025,0.1581,289,277,95.85,2015262203317,F
MOD15A2H,Fpar_500m,A2013193,2013-07-12,0.33,0.9,188.5799,0.57,0.6594,0.0197,0.1404,289,286,98.96,2015263212243,0.72
MOD15A2H,Fpar_500m,A2013201,2013-07-20,0.25,0.89,161.0001,0.64,0.6216,0.0233,0.1526,289,259,89.62,2015264100424,F
MOD15A2H,Fpar_500m,A2013209,2013-07-28,0.51,0.9,201.9298,0.39,0.706,0.0128,0.1134,289,286,98.96,2015267192823,0.73
MOD15A2H,Fpar_500m,A2013217,2013-08-05,0.54,0.94,207.2399,0.4,0.7246,0.01,0.1001,289,286,98.96,2015267182649,0.84
MOD15A2H,Fpar_500m,A2013225,2013-08-13,0.38,0.87,172.7801,0.49,0.6084,0.017,0.1305,289,284,98.27,2015267192336,0.77
MOD15A2H,Fpar_500m,A2013233,2013-08-21,0.08,0.94,188.5899,0.86,0.731,0.0258,0.1607,289,258,89.27,2015268013641,F
MOD15A2H,Fpar_500m,A2013241,2013-08-29,0.37,0.89,176.16,0.52,0.6549,0.0149,0.1221,289,269,93.08,2015268094515,0.75
MOD15A2H,Fpar_500m,A2013249,2013-09-06,0.58,0.96,211.4,0.38,0.783,0.005,0.0704,289,270,93.43,2015268113726,0.84
MOD15A2H,Fpar_500m,A2013257,2013-09-14,0.41,0.91,217.3899,0.5,0.7682,0.0066,0.0812,289,283,97.92,2015268114613,0.79
MOD15A2H,Fpar_500m,A2013265,2013-09-22,0.16,0.48,45.12,0.32,0.3342,0.0026,0.0509,289,135,46.71,2015268103201,F
MOD15A2H,Fpar_500m,A2013273,2013-09-30,0.46,0.96,200.22,0.5,0.7125,0.0104,0.102,289,281,97.23,2015269081253,0.94
MOD15A2H,Fpar_500m,A2013281,2013-10-08,0.45,0.93,197.95,0.48,0.6995,0.0117,0.1081,289,283,97.92,2015269224405,0.65
MOD15A2H,Fpar_500m,A2013289,2013-10-16,0.23,0.9,122.87,0.67,0.4311,0.031,0.1761,289,285,98.62,2015270015057,0.58
MOD15A2H,Fpar_500m,A2013297,2013-10-24,0.29,0.89,169.68,0.6,0.5933,0.0246,0.1568,289,286,98.96,2015270022828,0.76
MOD15A2H,Fpar_500m,A2013305,2013-11-01,0.25,0.89,159.09,0.64,0.5563,0.0279,0.167,289,286,98.96,2015270025843,0.49
MOD15A2H,Fpar_500m,A2013313,2013-11-09,0.24,0.87,115.7799,0.63,0.4765,0.0302,0.1739,289,243,84.08,2015270225143,F
MOD15A2H,Fpar_500m,A2013321,2013-11-17,0.19,0.88,148.1,0.69,0.5178,0.0277,0.1663,289,286,98.96,2015271123727,0.75
MOD15A2H,Fpar_500m,A2013329,2013-11-25,0.26,0.87,158.09,0.61,0.5528,0.0322,0.1793,289,286,98.96,2015271140002,0.74
MOD15A2H,Fpar_500m,A2013337,2013-12-03,0.26,0.85,153.91,0.59,0.5381,0.0306,0.175,289,286,98.96,2015271151659,0.74
MOD15A2H,Fpar_500m,A2013345,2013-12-11,0.08,0.17,17.97,0.09,0.0908,0.0004,0.0199,289,198,68.51,2015271170402,F
MOD15A2H,Fpar_500m,A2013353,2013-12-19,0.12,0.86,145.76,0.74,0.5097,0.0345,0.1856,289,286,98.96,2015271232018,0.67
MOD15A2H,Fpar_500m,A2013361,2013-12-27,0.09,0.87,150.01,0.78,0.5245,0.0392,0.1981,289,286,98.96,2015272065149,0.72
MOD15A2H,Fpar_500m,A2014001,2014-01-01,0.14,0.87,149.86,0.73,0.524,0.0353,0.1879,289,286,98.96,2015272082352,0.72
MOD15A2H,Fpar_500m,A2014009,2014-01-09,0.08,0.79,50.88,0.71,0.2271,0.0547,0.2338,289,224,77.51,2015272101245,0.54
MOD15A2H,Fpar_500m,A2014017,2014-01-17,0.17,0.83,148.2201,0.66,0.5183,0.0312,0.1766,289,286,98.96,2015272091014,0.71
MOD15A2H,Fpar_500m,A2014025,2014-01-25,0.13,0.82,112.8599,0.69,0.3946,0.0373,0.1932,289,286,98.96,2015274025109,0.57
MOD15A2H,Fpar_500m,A2014033,2014-02-02,0.14,0.78,121.98,0.64,0.4265,0.0228,0.1511,289,286,98.96,2015275014741,0.63
MOD15A2H,Fpar_500m,A2014041,2014-02-10,0.06,0.13,1.18,0.07,0.0843,0.0008,0.0277,289,14,4.84,2015275032234,F
MOD15A2H,Fpar_500m,A2014049,2014-02-18,0.06,0.62,68.72,0.56,0.2526,0.0175,0.1324,289,272,94.12,2015275022744,0.43
MOD15A2H,Fpar_500m,A2014057,2014-02-26,0.1,0.84,136.52,0.74,0.4773,0.0291,0.1707,289,286,98.96,2015275025407,0.66
MOD15A2H,Fpar_500m,A2014065,2014-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2015276025147,F
MOD15A2H,Fpar_500m,A2014073,2014-03-14,0.06,0.86,128.28,0.8,0.4485,0.0324,0.1799,289,286,98.96,2015276214104,0.63
MOD15A2H,Fpar_500m,A2014081,2014-03-22,0.11,0.81,128.11,0.7,0.4479,0.0255,0.1598,289,286,98.96,2015277014842,0.66
MOD15A2H,Fpar_500m,A2014089,2014-03-30,0.05,0.36,38.09,0.31,0.1693,0.0026,0.051,289,225,77.85,2015277012548,F
MOD15A2H,Fpar_500m,A2014097,2014-04-07,0.08,0.89,131.4199,0.81,0.471,0.0247,0.1573,289,279,96.54,2015277000841,0.61
MOD15A2H,Fpar_500m,A2014105,2014-04-15,0.37,0.9,173.34,0.53,0.6061,0.019,0.1378,289,286,98.96,2015279032044,0.6
MOD15A2H,Fpar_500m,A2014113,2014-04-23,0.08,0.08,0.16,0.0,0.08,0.0,0.0,289,2,0.69,2015279174354,F
MOD15A2H,Fpar_500m,A2014121,2014-05-01,0.32,0.89,174.23,0.57,0.6092,0.0205,0.1431,289,286,98.96,2015281140321,0.56
MOD15A2H,Fpar_500m,A2014129,2014-05-09,0.26,0.9,147.3,0.64,0.6062,0.0182,0.135,289,243,84.08,2015281143507,0.84
MOD15A2H,Fpar_500m,A2014137,2014-05-17,0.04,0.37,4.09,0.33,0.2727,0.0093,0.0964,289,15,5.19,2015281144533,F
MOD15A2H,Fpar_500m,A2014145,2014-05-25,0.19,0.94,151.89,0.75,0.6904,0.0196,0.14,289,220,76.12,2015287011641,0.49
MOD15A2H,Fpar_500m,A2014153,2014-06-02,0.09,0.89,90.11,0.8,0.4483,0.0541,0.2325,289,201,69.55,2015288010612,F
MOD15A2H,Fpar_500m,A2014161,2014-06-10,0.61,0.91,217.0901,0.3,0.7617,0.0059,0.0768,289,285,98.62,2015288103521,0.89
MOD15A2H,Fpar_500m,A2014169,2014-06-18,0.05,0.13,1.55,0.08,0.1033,0.0005,0.0215,289,15,5.19,2015288082001,F
MOD15A2H,Fpar_500m,A2014177,2014-06-26,0.05,0.89,157.3901,0.84,0.6346,0.021,0.145,289,248,85.81,2015288091115,0.63
MOD15A2H,Fpar_500m,A2014185,2014-07-04,0.27,0.89,161.76,0.62,0.6198,0.0228,0.151,289,261,90.31,2015288110139,0.39
MOD15A2H,Fpar_500m,A2014193,2014-07-12,0.05,0.9,176.1901,0.85,0.6204,0.0214,0.1462,289,284,98.27,2015289015419,0.75
MOD15A2H,Fpar_500m,A2014201,2014-07-20,0.24,0.89,159.4799,0.65,0.5635,0.0291,0.1706,289,283,97.92,2015289035616,0.75
MOD15A2H,Fpar_500m,A2014209,2014-07-28,0.4,0.92,216.2399,0.52,0.7561,0.0087,0.0935,289,286,98.96,2015289020715,0.88
MOD15A2H,Fpar_500m,A2014217,2014-08-05,0.37,0.9,174.96,0.53,0.6117,0.0253,0.1591,289,286,98.96,2015289071504,0.69
MOD15A2H,Fpar_500m,A2014225,2014-08-13,0.19,0.88,82.79,0.69,0.3905,0.013,0.1142,289,212,73.36,2015289101527,0.55
MOD15A2H,Fpar_500m,A2014233,2014-08-21,0.4,0.93,197.5,0.53,0.7425,0.0114,0.1066,289,266,92.04,2015289190741,F
MOD15A2H,Fpar_500m,A2014241,2014-08-29,0.34,0.9,192.5399,0.56,0.7349,0.0184,0.1355,289,262,90.66,2015289222953,F
MOD15A2H,Fpar_500m,A2014249,2014-09-06,0.62,0.94,227.7498,0.32,0.7991,0.0061,0.078,289,285,98.62,2015289222654,0.82
MOD15A2H,Fpar_500m,A2014257,2014-09-14,0.05,0.9,118.76,0.85,0.6185,0.0577,0.2402,289,192,66.44,2015290233847,F
MOD15A2H,Fpar_500m,A2014265,2014-09-22,0.57,0.91,209.6101,0.34,0.7355,0.0082,0.0903,289,285,98.62,2015291101947,0.7
MOD15A2H,Fpar_500m,A2014273,2014-09-30,0.52,0.94,206.2599,0.42,0.7237,0.0096,0.0982,289,285,98.62,2015291120411,0.79
MOD15A2H,Fpar_500m,A2014281,2014-10-08,0.3,0.89,195.3201,0.59,0.6877,0.0121,0.1098,289,284,98.27,2015291145611,0.58
MOD15A2H,Fpar_500m,A2014289,2014-10-16,0.4,0.9,191.2299,0.5,0.671,0.015,0.1226,289,285,98.62,2015291150351,0.8
MOD15A2H,Fpar_500m,A2014297,2014-10-24,0.29,0.89,175.23,0.6,0.6127,0.0216,0.1471,289,286,98.96,2015291222101,0.77
MOD15A2H,Fpar_500m,A2014305,2014-11-01,0.25,0.88,152.35,0.63,0.5327,0.0269,0.1639,289,286,98.96,2015292100429,0.66
MOD15A2H,Fpar_500m,A2014313,2014-11-09,0.05,0.79,119.23,0.74,0.4184,0.0412,0.2029,289,285,98.62,2015292095851,0.71
MOD15A2H,Fpar_500m,A2014321,2014-11-17,0.2,0.81,134.1,0.61,0.4689,0.0324,0.18,289,286,98.96,2015292101935,0.67
MOD15A2H,Fpar_500m,A2014329,2014-11-25,0.15,0.7,95.5799,0.55,0.3342,0.0327,0.1808,289,286,98.96,2015292110805,0.51
MOD15A2H,Fpar_500m,A2014337,2014-12-03,0.19,0.79,114.2,0.6,0.3993,0.0278,0.1667,289,286,98.96,2015293182840,0.59
MOD15A2H,Fpar_500m,A2014345,2014-12-11,0.27,0.82,137.1799,0.55,0.4797,0.0327,0.1807,289,286,98.96,2015294130024,0.62
MOD15A2H,Fpar_500m,A2014353,2014-12-19,0.19,0.82,135.74,0.63,0.4746,0.0291,0.1706,289,286,98.96,2015294021449,0.63
MOD15A2H,Fpar_500m,A2014361,2014-12-27,0.26,0.83,140.69,0.57,0.4919,0.0327,0.1807,289,286,98.96,2015295042153,0.74
MOD15A2H,Fpar_500m,A2015001,2015-01-01,0.18,0.83,140.57,0.65,0.4915,0.0336,0.1834,289,286,98.96,2015295093911,0.69
MOD15A2H,Fpar_500m,A2015009,2015-01-09,0.09,0.8,108.68,0.71,0.38,0.0264,0.1625,289,286,98.96,2015295141435,0.63
MOD15A2H,Fpar_500m,A2015017,2015-01-17,0.25,0.83,139.3901,0.58,0.4874,0.0303,0.1741,289,286,98.96,2015295134132,0.62
MOD15A2H,Fpar_500m,A2015025,2015-01-25,0.05,0.53,26.4,0.48,0.1245,0.0105,0.1024,289,212,73.36,2015295155546,0.25
MOD15A2H,Fpar_500m,A2015033,2015-02-02,0.11,0.66,85.4199,0.55,0.2987,0.0172,0.1311,289,286,98.96,2015296002638,0.36
MOD15A2H,Fpar_500m,A2015041,2015-02-10,0.14,0.68,99.24,0.54,0.347,0.017,0.1302,289,286,98.96,2015296115626,0.59
MOD15A2H,Fpar_500m,A2015049,2015-02-18,0.06,0.77,9.76,0.71,0.1301,0.0253,0.159,289,75,25.95,2015296182524,F
MOD15A2H,Fpar_500m,A2015057,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2015296193502,F
MOD15A2H,Fpar_500m,A2015065,2015-03-06,0.09,0.8,96.93,0.71,0.3728,0.0144,0.1201,289,260,89.97,2015297052949,0.49
MOD15A2H,Fpar_500m,A2015073,2015-03-14,0.05,0.54,2.67,0.49,0.1068,0.0175,0.1323,289,25,8.65,2015298014051,F
MOD15A2H,Fpar_500m,A2015081,2015-03-22,0.05,0.59,76.09,0.54,0.2996,0.009,0.0951,289,254,87.89,2015298194552,F
MOD15A2H,Fpar_500m,A2015089,2015-03-30,0.11,0.88,139.41,0.77,0.4874,0.03,0.1733,289,286,98.96,2015298203338,0.54
MOD15A2H,Fpar_500m,A2015097,2015-04-07,0.2,0.89,110.83,0.69,0.4861,0.0208,0.1442,289,228,78.89,2015298231210,F
MOD15A2H,Fpar_500m,A2015105,2015-04-15,0.11,0.89,146.65,0.78,0.564,0.0305,0.1747,289,260,89.97,2015299023809,0.24
MOD15A2H,Fpar_500m,A2015113,2015-04-23,0.38,0.89,167.3,0.51,0.585,0.0203,0.1423,289,286,98.96,2015299015057,0.63
MOD15A2H,Fpar_500m,A2015121,2015-05-01,0.05,0.86,55.65,0.81,0.3373,0.0151,0.1231,289,165,57.09,2015299045847,F
MOD15A2H,Fpar_500m,A2015129,2015-05-09,0.09,0.89,78.86,0.8,0.381,0.0205,0.143,289,207,71.63,2015299172827,F
MOD15A2H,Fpar_500m,A2015137,2015-05-17,0.05,0.88,114.44,0.83,0.5226,0.0353,0.188,289,219,75.78,2015299190113,0.55
MOD15A2H,Fpar_500m,A2015145,2015-05-25,0.05,0.86,106.68,0.81,0.4827,0.036,0.1899,289,221,76.47,2015299183312,0.61
MOD15A2H,Fpar_500m,A2015153,2015-06-02,0.16,0.62,8.23,0.46,0.2655,0.0202,0.1421,289,31,10.73,2015301032907,F
MOD15A2H,Fpar_500m,A2015161,2015-06-10,0.08,0.9,149.23,0.82,0.6973,0.0283,0.1684,289,214,74.05,2015301101811,F
MOD15A2H,Fpar_500m,A2015169,2015-06-18,0.28,0.89,124.1,0.61,0.5281,0.0201,0.1419,289,235,81.31,2015301110556,0.54
MOD15A2H,Fpar_500m,A2015177,2015-06-26,0.42,0.91,202.4699,0.49,0.7309,0.0094,0.0972,289,277,95.85,2015301224303,0.73
MOD15A2H,Fpar_500m,A2015185,2015-07-04,0.04,0.89,20.54,0.85,0.3367,0.0522,0.2284,289,61,21.11,2015302014822,F
MOD15A2H,Fpar_500m,A2015193,2015-07-12,0.34,0.89,182.49,0.55,0.6809,0.018,0.1341,289,268,92.73,2015303070812,0.81
MOD15A2H,Fpar_500m,A2015201,2015-07-20,0.09,0.9,147.38,0.81,0.5583,0.0314,0.1772,289,264,91.35,2015304034641,F
MOD15A2H,Fpar_500m,A2015209,2015-07-28,0.48,0.93,205.1699,0.45,0.7174,0.0102,0.1011,289,286,98.96,2015304071158,0.8
MOD15A2H,Fpar_500m,A2015217,2015-08-05,0.2,0.94,205.33,0.74,0.7307,0.0078,0.0886,289,281,97.23,2015304061934,0.88
MOD15A2H,Fpar_500m,A2015225,2015-08-13,0.05,0.56,49.18,0.51,0.2548,0.0036,0.0604,289,193,66.78,2015305171941,F
MOD15A2H,Fpar_500m,A2015233,2015-08-21,0.09,0.93,174.53,0.84,0.7212,0.0403,0.2008,289,242,83.74,2015306003649,F
MOD15A2H,Fpar_500m,A2015241,2015-08-29,0.04,0.93,67.83,0.89,0.4161,0.035,0.1871,289,163,56.4,2015306003822,F
MOD15A2H,Fpar_500m,A2015249,2015-09-06,0.33,0.93,183.36,0.6,0.6972,0.0203,0.1425,289,263,91.0,2015306015357,F
MOD15A2H,Fpar_500m,A2015257,2015-09-14,0.25,0.94,168.7901,0.69,0.6418,0.0274,0.1656,289,263,91.0,2015306021505,0.74
MOD15A2H,Fpar_500m,A2015265,2015-09-22,0.35,0.89,159.32,0.54,0.7177,0.0138,0.1173,289,222,76.82,2015306194246,F
MOD15A2H,Fpar_500m,A2015273,2015-09-30,0.34,0.89,168.8599,0.55,0.6596,0.0151,0.1227,289,256,88.58,2015307102022,F
MOD15A2H,Fpar_500m,A2015281,2015-10-08,0.51,0.96,212.6701,0.45,0.7436,0.007,0.0837,289,286,98.96,2015307102419,0.68
MOD15A2H,Fpar_500m,A2015289,2015-10-16,0.45,0.91,201.45,0.46,0.7044,0.0114,0.1068,289,286,98.96,2015317183324,0.86
MOD15A2H,Fpar_500m,A2015297,2015-10-24,0.46,0.94,192.0699,0.48,0.6739,0.0144,0.1201,289,285,98.62,2015318021706,0.87
MOD15A2H,Fpar_500m,A2015305,2015-11-01,0.06,0.39,23.08,0.33,0.1539,0.0065,0.0809,289,150,51.9,2015334220558,F
MOD15A2H,Fpar_500m,A2015313,2015-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2015335180631,F
MOD15A2H,Fpar_500m,A2015321,2015-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2015341235007,F
MOD15A2H,Fpar_500m,A2015329,2015-11-25,0.08,0.76,38.02,0.68,0.2569,0.0159,0.126,289,148,51.21,2015343185447,F
MOD15A2H,Fpar_500m,A2015337,2015-12-03,0.06,0.13,3.87,0.07,0.0744,0.0003,0.0162,289,52,17.99,2016004204000,F
MOD15A2H,Fpar_500m,A2015345,2015-12-11,0.09,0.8,134.51,0.71,0.4703,0.0323,0.1797,289,286,98.96,2016004212757,0.69
MOD15A2H,Fpar_500m,A2015353,2015-12-19,0.08,0.09,4.88,0.01,0.0827,0.0,0.0044,289,59,20.42,2016004220654,F
MOD15A2H,Fpar_500m,A2015361,2015-12-27,0.05,0.64,80.35,0.59,0.2819,0.0265,0.1627,289,285,98.62,2016007231404,0.49
MOD15A2H,Fpar_500m,A2016001,2016-01-01,0.08,0.69,82.23,0.61,0.2875,0.0275,0.1658,289,286,98.96,2016011194528,0.49
MOD15A2H,Fpar_500m,A2016009,2016-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2016029114850,F
MOD15A2H,Fpar_500m,A2016017,2016-01-17,0.05,0.56,42.58,0.51,0.1676,0.0139,0.1178,289,254,87.89,2016026072800,0.29
MOD15A2H,Fpar_500m,A2016025,2016-01-25,0.11,0.78,125.65,0.67,0.4393,0.0315,0.1776,289,286,98.96,2016035162648,0.67
MOD15A2H,Fpar_500m,A2016033,2016-02-02,0.23,0.77,124.0801,0.54,0.4338,0.0317,0.178,289,286,98.96,2016043141053,0.62
MOD15A2H,Fpar_500m,A2016041,2016-02-10,0.2,0.79,127.6501,0.59,0.4463,0.0258,0.1607,289,286,98.96,2016050072553,0.66
MOD15A2H,Fpar_500m,A2016057,2016-02-26,0.18,0.82,117.8801,0.64,0.4122,0.0267,0.1635,289,286,98.96,2016109162947,0.59
MOD15A2H,Fpar_500m,A2016065,2016-03-05,0.04,0.4,24.34,0.36,0.1063,0.0054,0.0736,289,229,79.24,2016110191753,0.28
MOD15A2H,Fpar_500m,A2016073,2016-03-13,0.05,0.55,65.4099,0.5,0.232,0.0156,0.1251,289,282,97.58,2016110193810,0.36
MOD15A2H,Fpar_500m,A2016081,2016-03-21,0.13,0.8,116.57,0.67,0.4076,0.0217,0.1472,289,286,98.96,2016110200002,0.62
MOD15A2H,Fpar_500m,A2016089,2016-03-29,0.16,0.87,121.33,0.71,0.4242,0.0224,0.1495,289,286,98.96,2016110201930,0.34
MOD15A2H,Fpar_500m,A2016097,2016-04-06,0.05,0.06,0.81,0.01,0.054,0.0,0.0049,289,15,5.19,2016106221755,F
MOD15A2H,Fpar_500m,A2016105,2016-04-14,0.15,0.87,107.31,0.72,0.4471,0.025,0.1583,289,240,83.04,2016114075953,F
MOD15A2H,Fpar_500m,A2016113,2016-04-22,0.05,0.22,19.08,0.17,0.101,0.0011,0.0331,289,189,65.4,2016123131352,F
MOD15A2H,Fpar_500m,A2016121,2016-04-30,0.21,0.89,148.0801,0.68,0.5178,0.0253,0.159,289,286,98.96,2016130151358,0.66
MOD15A2H,Fpar_500m,A2016129,2016-05-08,0.36,0.89,168.15,0.53,0.6298,0.0171,0.1309,289,267,92.39,2016140153023,0.79
MOD15A2H,Fpar_500m,A2016137,2016-05-16,0.22,0.89,104.13,0.67,0.4649,0.0234,0.1531,289,224,77.51,2016147144448,0.73
